record_id,vendor,category,amount,site_id,approver,submitted_at,is_anomaly,anomaly_type,rule_duplicate,rule_round_number,rule_off_hours,rule_unusual_approver,stat_robust_z,stat_score,ml_score,suspicion_score,flag_reasons
590,Coastal Scaffolding Rentals,equipment,35634.54,SITE-007,P. Singh,2025-01-04 15:23:00,1,duplicate,1.0,0.0,1.0,0.0,0.28911469393234107,0.04818578232205684,0.7349710470320241,0.4699,possible duplicate entry; submitted off-hours/weekend; unusual combination of features (model flagged)
1234,SafeSite PPE & Consumables,misc,200000.0,SITE-007,N. Rao,2025-01-08 13:59:00,1,round_number,0.0,1.0,0.0,0.0,54.11886073318241,1.0,0.7870385638226315,0.4681,suspiciously round amount; amount far outside vendor's typical range; unusual combination of features (model flagged)
48,SafeSite PPE & Consumables,misc,125000.0,SITE-002,R. Mehta,2025-02-25 11:40:00,1,round_number,0.0,1.0,0.0,0.0,32.88228106653058,1.0,0.7739848676933305,0.4661,suspiciously round amount; amount far outside vendor's typical range; unusual combination of features (model flagged)
1271,SafeSite PPE & Consumables,misc,125000.0,SITE-007,N. Rao,2025-05-19 13:22:00,1,round_number,0.0,1.0,0.0,0.0,32.88228106653058,1.0,0.7737490437211347,0.4661,suspiciously round amount; amount far outside vendor's typical range; unusual combination of features (model flagged)
1674,BuildRight Steel & Rebar,materials,578229.38,SITE-004,N. Rao,2025-01-07 08:36:00,1,unusual_approver,0.0,0.0,0.0,1.0,14.54067494508153,1.0,0.7720771642740231,0.4658,unusual approver for this vendor; amount far outside vendor's typical range; unusual combination of features (model flagged)
15,Zenith Office & Site Supplies,misc,250000.0,SITE-002,J. D'Souza,2025-02-10 12:14:00,1,round_number,0.0,1.0,0.0,0.0,78.44705151086497,1.0,0.7691905936051395,0.4654,suspiciously round amount; amount far outside vendor's typical range; unusual combination of features (model flagged)
238,Municipal Permits & Fees,misc,700000.0,SITE-006,J. D'Souza,2025-05-14 13:20:00,1,round_number,0.0,1.0,0.0,0.0,148.08752975788505,1.0,0.7588743960429201,0.4638,suspiciously round amount; amount far outside vendor's typical range; unusual combination of features (model flagged)
610,Municipal Permits & Fees,misc,49718.52,SITE-008,A. Fernandes,2025-05-08 09:17:00,1,unusual_approver,0.0,0.0,0.0,1.0,7.513177066717884,1.0,0.7378502105017296,0.4607,unusual approver for this vendor; amount far outside vendor's typical range; unusual combination of features (model flagged)
676,Municipal Permits & Fees,misc,60520.61,SITE-009,P. Singh,2025-01-27 16:39:00,1,unusual_approver,0.0,0.0,0.0,1.0,9.848314781945037,1.0,0.6937212963963962,0.4541,unusual approver for this vendor; amount far outside vendor's typical range
1542,Goa Timber & Plywood,materials,74750.99,SITE-010,S. Kulkarni,2025-01-03 12:52:00,1,unusual_approver,0.0,0.0,0.0,1.0,6.953827415157931,1.0,0.6889417824301624,0.4533,unusual approver for this vendor; amount far outside vendor's typical range
1099,Shree Cement Suppliers,materials,500000.0,SITE-009,M. Sharma,2025-06-03 16:01:00,1,round_number,0.0,1.0,0.0,0.0,28.9978168190192,1.0,0.6780904642415968,0.4517,suspiciously round amount; amount far outside vendor's typical range
1371,Goa Timber & Plywood,materials,97924.45,SITE-005,S. Kulkarni,2025-06-24 15:41:00,1,unusual_approver,0.0,0.0,0.0,1.0,9.792381401655613,1.0,0.6728677380711721,0.4509,unusual approver for this vendor; amount far outside vendor's typical range
939,Union Skilled Workforce,labor,500000.0,SITE-001,R. Mehta,2025-01-09 08:04:00,1,round_number,0.0,1.0,0.0,0.0,17.825348975374258,1.0,0.6551539196459722,0.4483,suspiciously round amount; amount far outside vendor's typical range
1692,Union Skilled Workforce,labor,217420.64,SITE-007,M. Sharma,2025-02-24 15:37:00,1,unusual_approver,0.0,0.0,0.0,1.0,6.336594852302303,1.0,0.6530719961677581,0.448,unusual approver for this vendor; amount far outside vendor's typical range
427,Everest Manpower Contractors,labor,231616.11,SITE-008,J. D'Souza,2025-03-12 18:34:00,1,unusual_approver,0.0,0.0,0.0,1.0,8.62325811339183,1.0,0.6518719111736659,0.4478,unusual approver for this vendor; amount far outside vendor's typical range
217,Municipal Permits & Fees,misc,49171.56,SITE-005,R. Mehta,2025-02-18 09:20:00,1,unusual_approver,0.0,0.0,0.0,1.0,7.39493819584006,1.0,0.6369995138374482,0.4455,unusual approver for this vendor; amount far outside vendor's typical range
830,Everest Manpower Contractors,labor,202320.31,SITE-005,K. Iyer,2025-03-06 12:15:00,1,unusual_approver,0.0,0.0,0.0,1.0,7.202249760439716,1.0,0.6343989232603011,0.4452,unusual approver for this vendor; amount far outside vendor's typical range
333,Everest Manpower Contractors,labor,350000.0,SITE-001,A. Fernandes,2025-01-06 12:46:00,1,round_number,0.0,1.0,0.0,0.0,14.36553163194958,1.0,0.6325609333858807,0.4449,suspiciously round amount; amount far outside vendor's typical range
183,Sagar Labour Solutions,labor,300000.0,SITE-004,K. Iyer,2025-05-12 12:15:00,1,round_number,0.0,1.0,0.0,0.0,25.4625540603092,1.0,0.5988473351422108,0.4398,suspiciously round amount; amount far outside vendor's typical range
935,Goa Timber & Plywood,materials,400000.0,SITE-003,J. D'Souza,2025-03-20 12:11:00,1,round_number,0.0,1.0,0.0,0.0,46.794096151027524,1.0,0.5871967455603526,0.4381,suspiciously round amount; amount far outside vendor's typical range
1631,Municipal Permits & Fees,misc,125000.0,SITE-008,J. D'Souza,2025-06-23 10:54:00,1,round_number,0.0,1.0,0.0,0.0,23.787122498214792,1.0,0.5671066454596013,0.4351,suspiciously round amount; amount far outside vendor's typical range
1382,Everest Manpower Contractors,labor,189063.36,SITE-004,J. D'Souza,2025-04-02 14:08:00,1,unusual_approver,0.0,0.0,0.0,1.0,6.559214353157151,1.0,0.5575636037997663,0.4336,unusual approver for this vendor; amount far outside vendor's typical range
1652,Goa Timber & Plywood,materials,64487.85,SITE-003,S. Kulkarni,2025-01-08 10:05:00,1,unusual_approver,0.0,0.0,0.0,1.0,5.696679066962027,0.9494465111603377,0.6136019372199989,0.4319,unusual approver for this vendor; amount far outside vendor's typical range
458,SafeSite PPE & Consumables,misc,26344.23,SITE-001,A. Fernandes,2025-01-10 11:08:00,1,unusual_approver,0.0,0.0,0.0,1.0,4.947466144132187,0.8245776906886979,0.7738624475104815,0.431,unusual approver for this vendor; amount far outside vendor's typical range; unusual combination of features (model flagged)
242,Coastal Scaffolding Rentals,equipment,300000.0,SITE-002,P. Singh,2025-06-18 14:24:00,1,round_number,0.0,1.0,0.0,0.0,15.386884398343586,1.0,0.5337391137063674,0.4301,suspiciously round amount; amount far outside vendor's typical range
193,Coastal Scaffolding Rentals,equipment,135377.77,SITE-007,J. D'Souza,2025-05-27 17:30:00,1,unusual_approver,0.0,0.0,0.0,1.0,5.625329586877523,0.9375549311462539,0.6139199234202357,0.4296,unusual approver for this vendor; amount far outside vendor's typical range
1702,BuildRight Steel & Rebar,materials,189927.02,SITE-010,R. Mehta,2025-01-13 14:26:00,0,none,1.0,0.0,0.0,0.0,3.4342441340304837,0.572374022338414,0.43181007667617927,0.4292,possible duplicate entry; amount far outside vendor's typical range
1348,Coastal Scaffolding Rentals,equipment,150000.0,SITE-001,P. Singh,2025-01-13 17:31:00,1,round_number,0.0,1.0,0.0,0.0,6.492379557047794,1.0,0.5037192226495624,0.4256,suspiciously round amount; amount far outside vendor's typical range
225,BuildRight Steel & Rebar,materials,300000.0,SITE-004,R. Mehta,2025-01-21 10:34:00,1,round_number,0.0,1.0,0.0,0.0,6.582610104652464,1.0,0.49288579518226344,0.4239,suspiciously round amount; amount far outside vendor's typical range
404,BuildRight Steel & Rebar,materials,350000.0,SITE-006,K. Iyer,2025-03-20 09:20:00,1,round_number,0.0,1.0,0.0,0.0,8.012736721839525,1.0,0.4699418329966523,0.4205,suspiciously round amount; amount far outside vendor's typical range
1196,BuildRight Steel & Rebar,materials,350000.0,SITE-009,K. Iyer,2025-03-13 16:51:00,1,round_number,0.0,1.0,0.0,0.0,8.012736721839525,1.0,0.43641796213937634,0.4155,suspiciously round amount; amount far outside vendor's typical range
948,BuildRight Steel & Rebar,materials,189927.02,SITE-010,R. Mehta,2025-01-16 14:29:00,1,duplicate,1.0,0.0,0.0,0.0,3.4342441340304837,0.572374022338414,0.33940279654158984,0.4154,possible duplicate entry; amount far outside vendor's typical range
1044,PowerLift Cranes & Equipment,equipment,466906.94,SITE-003,N. Rao,2025-05-21 08:47:00,1,unusual_approver,0.0,0.0,0.0,1.0,4.898235985103623,0.8163726641839372,0.675387294621523,0.4146,unusual approver for this vendor; amount far outside vendor's typical range
1153,BuildRight Steel & Rebar,materials,242193.42,SITE-003,N. Rao,2025-06-20 13:51:00,1,unusual_approver,0.0,0.0,0.0,1.0,4.9291955305214,0.8215325884202334,0.6383666647071398,0.4101,unusual approver for this vendor; amount far outside vendor's typical range
1671,Union Skilled Workforce,labor,171531.5,SITE-010,N. Rao,2025-02-03 18:49:00,1,unusual_approver,0.0,0.0,0.0,1.0,4.470892253290024,0.7451487088816706,0.6492132376127696,0.3964,unusual approver for this vendor; amount far outside vendor's typical range
973,Municipal Permits & Fees,misc,34183.24,SITE-009,P. Singh,2025-03-21 10:41:00,1,unusual_approver,0.0,0.0,0.0,1.0,4.154843795599606,0.6924739659332677,0.6180160871289403,0.3812,unusual approver for this vendor; amount far outside vendor's typical range
1376,Union Skilled Workforce,labor,168299.29,SITE-003,P. Singh,2025-06-11 15:29:00,1,unusual_approver,0.0,0.0,0.0,1.0,4.339481148232194,0.7232468580386989,0.5719487487885091,0.3804,unusual approver for this vendor; amount far outside vendor's typical range
519,Everest Manpower Contractors,labor,145892.8,SITE-003,N. Rao,2025-04-16 16:57:00,1,unusual_approver,0.0,0.0,0.0,1.0,4.46520339043825,0.7442005650730418,0.5381045399618243,0.3796,unusual approver for this vendor; amount far outside vendor's typical range
1103,Konkan Aggregates Pvt Ltd,materials,59407.41,SITE-001,S. Kulkarni,2025-03-19 17:55:00,1,unusual_approver,0.0,0.0,0.0,1.0,3.6721233066864247,0.6120205511144041,0.6628894216462902,0.3718,unusual approver for this vendor; amount far outside vendor's typical range
74,PowerLift Cranes & Equipment,equipment,393490.42,SITE-001,J. D'Souza,2025-06-17 14:39:00,1,unusual_approver,0.0,0.0,0.0,1.0,3.817964384849678,0.6363273974749463,0.6215487398430309,0.3705,unusual approver for this vendor; amount far outside vendor's typical range
700,Union Skilled Workforce,labor,175000.0,SITE-009,R. Mehta,2025-03-07 09:46:00,1,round_number,0.0,1.0,0.0,0.0,4.611910138233479,0.7686516897055798,0.4268679701872466,0.3678,suspiciously round amount; amount far outside vendor's typical range
526,BuildRight Steel & Rebar,materials,195874.37,SITE-003,M. Sharma,2025-06-09 13:03:00,1,unusual_approver,0.0,0.0,0.0,1.0,3.604353404765033,0.6007255674608388,0.6355559667534998,0.3655,unusual approver for this vendor; amount far outside vendor's typical range
72,Municipal Permits & Fees,misc,32266.43,SITE-009,M. Sharma,2025-03-13 08:23:00,1,unusual_approver,0.0,0.0,0.0,1.0,3.740478119704983,0.6234130199508304,0.569176513158183,0.3601,unusual approver for this vendor; amount far outside vendor's typical range
1266,Sagar Labour Solutions,labor,74412.9,SITE-005,R. Mehta,2025-04-07 12:06:00,1,unusual_approver,0.0,0.0,0.0,1.0,3.791000011592254,0.6318333352653757,0.5371208431644777,0.3569,unusual approver for this vendor; amount far outside vendor's typical range
1289,PowerLift Cranes & Equipment,equipment,331146.55,SITE-004,M. Sharma,2025-03-01 00:03:00,1,off_hours,0.0,0.0,1.0,0.0,2.9006189125918813,0.4834364854319802,1.0,0.3467,submitted off-hours/weekend; unusual combination of features (model flagged)
870,Goa Timber & Plywood,materials,32016.37,SITE-006,K. Iyer,2025-05-30 19:11:00,1,duplicate,1.0,0.0,0.0,0.0,1.7191958166627717,0.2865326361104619,0.25177798019581016,0.3451,possible duplicate entry
1553,Everest Manpower Contractors,labor,26984.6,SITE-006,A. Fernandes,2025-02-28 17:44:00,1,duplicate,1.0,0.0,0.0,0.0,1.3025020633981517,0.21708367723302527,0.31893702390075246,0.3413,possible duplicate entry
808,Everest Manpower Contractors,labor,26984.6,SITE-006,A. Fernandes,2025-02-28 17:54:00,0,none,1.0,0.0,0.0,0.0,1.3025020633981517,0.21708367723302527,0.31893702390075246,0.3413,possible duplicate entry
1705,Goa Timber & Plywood,materials,32016.37,SITE-006,K. Iyer,2025-05-29 18:54:00,0,none,1.0,0.0,0.0,0.0,1.7191958166627717,0.2865326361104619,0.18406097613639716,0.3349,possible duplicate entry
645,Sagar Labour Solutions,labor,69238.7,SITE-008,R. Mehta,2025-02-05 10:39:00,1,unusual_approver,0.0,0.0,0.0,1.0,3.2939283485456032,0.5489880580909339,0.48632009350914235,0.3327,unusual approver for this vendor; amount far outside vendor's typical range
633,PowerLift Cranes & Equipment,equipment,335318.77,SITE-001,J. D'Souza,2025-03-12 12:41:00,1,unusual_approver,0.0,0.0,0.0,1.0,2.9620101468265134,0.4936683578044189,0.5534642470324477,0.3318,unusual approver for this vendor
1801,PowerLift Cranes & Equipment,equipment,226298.88,SITE-009,R. Mehta,2025-04-22 14:11:00,0,none,1.0,0.0,0.0,0.0,1.357860412818294,0.22631006880304902,0.2415098836959428,0.3315,possible duplicate entry
1207,Union Skilled Workforce,labor,29918.9,SITE-003,S. Kulkarni,2025-02-20 11:00:00,0,none,1.0,0.0,0.0,0.0,1.286613681074537,0.21443561351242282,0.24657639935979034,0.3299,possible duplicate entry
82,PowerLift Cranes & Equipment,equipment,226298.88,SITE-009,R. Mehta,2025-04-23 13:46:00,1,duplicate,1.0,0.0,0.0,0.0,1.357860412818294,0.22631006880304902,0.20188261067819946,0.3255,possible duplicate entry
1587,Union Skilled Workforce,labor,91968.71,SITE-007,R. Mehta,2025-01-20 13:41:00,0,none,1.0,0.0,0.0,0.0,1.2361289936676365,0.20602149894460609,0.2264285991448021,0.3252,possible duplicate entry
241,TerraMove Heavy Machinery,equipment,74259.32,SITE-009,J. D'Souza,2025-01-30 08:45:00,1,duplicate,1.0,0.0,0.0,0.0,1.0016022216091145,0.16693370360151907,0.2718404108182743,0.3242,possible duplicate entry
573,Coastal Scaffolding Rentals,equipment,870386.94,SITE-003,P. Singh,2025-06-02 08:54:00,1,extreme_outlier,0.0,0.0,0.0,0.0,49.2089470599562,1.0,0.824865350751293,0.3237,amount far outside vendor's typical range; unusual combination of features (model flagged)
1526,TerraMove Heavy Machinery,equipment,74259.32,SITE-009,J. D'Souza,2025-01-29 08:39:00,0,none,1.0,0.0,0.0,0.0,1.0016022216091145,0.16693370360151907,0.26192453908059554,0.3227,possible duplicate entry
298,TerraMove Heavy Machinery,equipment,238899.74,SITE-004,J. D'Souza,2025-02-03 17:57:00,0,none,1.0,0.0,0.0,0.0,0.6767820682871444,0.11279701138119073,0.3274022914170956,0.3217,possible duplicate entry
1454,Zenith Office & Site Supplies,misc,10727.64,SITE-006,N. Rao,2025-04-03 13:17:00,0,none,1.0,0.0,0.0,0.0,1.3140145862275903,0.2190024310379317,0.17718746953398293,0.3204,possible duplicate entry
360,SafeSite PPE & Consumables,misc,9790.28,SITE-009,N. Rao,2025-04-14 18:23:00,1,duplicate,1.0,0.0,0.0,0.0,0.26014243782857416,0.043357072971429024,0.4104413214625506,0.3202,possible duplicate entry
789,Coastal Scaffolding Rentals,equipment,29037.68,SITE-005,P. Singh,2025-04-02 07:49:00,1,duplicate,1.0,0.0,0.0,0.0,0.6802867153146782,0.11338111921911304,0.29747244823663355,0.3173,possible duplicate entry
1149,Zenith Office & Site Supplies,misc,4016.11,SITE-005,J. D'Souza,2025-05-15 10:36:00,0,none,1.0,0.0,0.0,0.0,0.8495478549620706,0.1415913091603451,0.2526340589767959,0.3162,possible duplicate entry
761,Zenith Office & Site Supplies,misc,4016.11,SITE-005,J. D'Souza,2025-05-15 10:31:00,1,duplicate,1.0,0.0,0.0,0.0,0.8495478549620706,0.1415913091603451,0.2526340589767959,0.3162,possible duplicate entry
125,Konkan Aggregates Pvt Ltd,materials,10623.32,SITE-004,N. Rao,2025-01-07 11:25:00,0,none,1.0,0.0,0.0,0.0,1.219090475241492,0.20318174587358198,0.16982246697736444,0.3161,possible duplicate entry
768,TerraMove Heavy Machinery,equipment,238899.74,SITE-004,J. D'Souza,2025-02-05 18:25:00,1,duplicate,1.0,0.0,0.0,0.0,0.6767820682871444,0.11279701138119073,0.28096228602559997,0.3147,possible duplicate entry
962,SafeSite PPE & Consumables,misc,9790.28,SITE-009,N. Rao,2025-04-11 17:59:00,0,none,1.0,0.0,0.0,0.0,0.26014243782857416,0.043357072971429024,0.37210194158392074,0.3145,possible duplicate entry
287,Coastal Scaffolding Rentals,equipment,29037.68,SITE-005,P. Singh,2025-04-01 08:09:00,0,none,1.0,0.0,0.0,0.0,0.6802867153146782,0.11338111921911304,0.2772790615919517,0.3143,possible duplicate entry
1560,Konkan Aggregates Pvt Ltd,materials,10623.32,SITE-004,N. Rao,2025-01-09 11:41:00,1,duplicate,1.0,0.0,0.0,0.0,1.219090475241492,0.20318174587358198,0.1560700449857286,0.314,possible duplicate entry
205,Municipal Permits & Fees,misc,10818.64,SITE-004,K. Iyer,2025-02-10 13:43:00,1,duplicate,1.0,0.0,0.0,0.0,0.8959897617209015,0.1493316269534836,0.22509830444889883,0.3136,possible duplicate entry
790,PowerLift Cranes & Equipment,equipment,211848.2,SITE-003,M. Sharma,2025-03-26 10:57:00,1,duplicate,1.0,0.0,0.0,0.0,1.1452289886053557,0.19087149810089263,0.16398478656274007,0.3128,possible duplicate entry
261,TerraMove Heavy Machinery,equipment,375613.4,SITE-003,K. Iyer,2025-01-22 11:20:00,1,unusual_approver,0.0,0.0,0.0,1.0,2.0704742075456486,0.3450790345909414,0.6250669206526092,0.3128,unusual approver for this vendor
1929,Union Skilled Workforce,labor,118609.99,SITE-009,K. Iyer,2025-06-20 13:57:00,1,unusual_approver,0.0,0.0,0.0,1.0,2.319276451584996,0.386546075264166,0.5699536776976679,0.3128,unusual approver for this vendor
892,SafeSite PPE & Consumables,misc,7493.36,SITE-007,R. Mehta,2025-06-26 09:24:00,0,none,1.0,0.0,0.0,0.0,0.3902405564104383,0.06504009273507305,0.32873962392312484,0.3123,possible duplicate entry
1786,SafeSite PPE & Consumables,misc,7493.36,SITE-007,R. Mehta,2025-06-26 09:06:00,1,duplicate,1.0,0.0,0.0,0.0,0.3902405564104383,0.06504009273507305,0.32873962392312484,0.3123,possible duplicate entry
1948,Municipal Permits & Fees,misc,10818.64,SITE-004,K. Iyer,2025-02-07 13:14:00,0,none,1.0,0.0,0.0,0.0,0.8959897617209015,0.1493316269534836,0.21499413081713023,0.3121,possible duplicate entry
1916,Everest Manpower Contractors,labor,125000.0,SITE-006,M. Sharma,2025-02-10 17:45:00,1,round_number,0.0,1.0,0.0,0.0,3.451787019608374,0.5752978366013957,0.31340743836531415,0.3121,suspiciously round amount; amount far outside vendor's typical range
561,SafeSite PPE & Consumables,misc,125113.11,SITE-008,R. Mehta,2025-05-22 15:34:00,1,extreme_outlier,0.0,0.0,0.0,0.0,32.914308660211844,1.0,0.7469408247620638,0.312,amount far outside vendor's typical range; unusual combination of features (model flagged)
396,SafeSite PPE & Consumables,misc,88493.46,SITE-009,R. Mehta,2025-03-13 08:26:00,1,extreme_outlier,0.0,0.0,0.0,0.0,22.54529379901309,1.0,0.7358507670439118,0.3104,amount far outside vendor's typical range; unusual combination of features (model flagged)
1653,Union Skilled Workforce,labor,150000.0,SITE-002,R. Mehta,2025-04-30 13:34:00,1,round_number,0.0,1.0,0.0,0.0,3.5954917661457264,0.5992486276909544,0.2674459950966935,0.31,suspiciously round amount; amount far outside vendor's typical range
857,PowerLift Cranes & Equipment,equipment,211848.2,SITE-003,M. Sharma,2025-03-26 11:01:00,0,none,1.0,0.0,0.0,0.0,1.1452289886053557,0.19087149810089263,0.14318421484355168,0.3097,possible duplicate entry
1163,Union Skilled Workforce,labor,91968.71,SITE-007,R. Mehta,2025-01-22 13:52:00,1,duplicate,1.0,0.0,0.0,0.0,1.2361289936676365,0.20602149894460609,0.12290498890279822,0.3096,possible duplicate entry
1670,SafeSite PPE & Consumables,misc,108311.04,SITE-009,R. Mehta,2025-01-29 16:03:00,1,extreme_outlier,0.0,0.0,0.0,0.0,28.156728685283035,1.0,0.7129538729105157,0.3069,amount far outside vendor's typical range; unusual combination of features (model flagged)
636,Municipal Permits & Fees,misc,232524.48,SITE-008,J. D'Souza,2025-04-01 18:13:00,1,extreme_outlier,0.0,0.0,0.0,0.0,47.03118624497005,1.0,0.7103986185167512,0.3066,amount far outside vendor's typical range; unusual combination of features (model flagged)
756,Sagar Labour Solutions,labor,29644.94,SITE-005,A. Fernandes,2025-05-30 11:57:00,0,none,1.0,0.0,0.0,0.0,0.5097391033252126,0.08495651722086876,0.25958765439354103,0.3059,possible duplicate entry
4,Union Skilled Workforce,labor,73101.86,SITE-010,S. Kulkarni,2025-02-14 11:21:00,1,duplicate,1.0,0.0,0.0,0.0,0.4690644751306839,0.07817741252178065,0.2581516695089941,0.3044,possible duplicate entry
1784,Union Skilled Workforce,labor,73101.86,SITE-010,S. Kulkarni,2025-02-14 11:09:00,0,none,1.0,0.0,0.0,0.0,0.4690644751306839,0.07817741252178065,0.2581516695089941,0.3044,possible duplicate entry
169,SafeSite PPE & Consumables,misc,15922.12,SITE-003,J. D'Souza,2025-05-12 11:04:00,1,unusual_approver,0.0,0.0,0.0,1.0,1.9963998866707389,0.33273331444512316,0.5769337447131521,0.3031,unusual approver for this vendor
1139,SafeSite PPE & Consumables,misc,10116.98,SITE-002,R. Mehta,2025-03-11 12:55:00,0,none,1.0,0.0,0.0,0.0,0.3526489788565092,0.0587748298094182,0.27580587489192493,0.3031,possible duplicate entry
852,Konkan Aggregates Pvt Ltd,materials,27998.57,SITE-003,R. Mehta,2025-05-15 18:41:00,0,none,1.0,0.0,0.0,0.0,0.5229951568660869,0.08716585947768114,0.22997454154868108,0.3019,possible duplicate entry
693,Zenith Office & Site Supplies,misc,5564.92,SITE-006,J. D'Souza,2025-04-11 09:13:00,0,none,1.0,0.0,0.0,0.0,0.350265702526045,0.058377617087674166,0.26409073218242074,0.3013,possible duplicate entry
329,Zenith Office & Site Supplies,misc,5564.92,SITE-006,J. D'Souza,2025-04-11 09:24:00,1,duplicate,1.0,0.0,0.0,0.0,0.350265702526045,0.058377617087674166,0.26409073218242074,0.3013,possible duplicate entry
1850,Union Skilled Workforce,labor,65972.86,SITE-002,S. Kulkarni,2025-04-25 17:06:00,0,none,1.0,0.0,0.0,0.0,0.17922261214614044,0.029870435357690073,0.29885810520321604,0.3008,possible duplicate entry
284,Konkan Aggregates Pvt Ltd,materials,28790.45,SITE-009,R. Mehta,2025-02-21 14:30:00,0,none,1.0,0.0,0.0,0.0,0.6023910084569044,0.10039850140948407,0.20254232334068878,0.3005,possible duplicate entry
1502,Union Skilled Workforce,labor,65972.86,SITE-002,S. Kulkarni,2025-04-28 16:46:00,1,duplicate,1.0,0.0,0.0,0.0,0.17922261214614044,0.029870435357690073,0.2934938619081139,0.3,possible duplicate entry
1070,Municipal Permits & Fees,misc,140116.58,SITE-001,K. Iyer,2025-02-17 18:56:00,1,extreme_outlier,0.0,0.0,0.0,0.0,27.0549434553859,1.0,0.6649557189626522,0.2997,amount far outside vendor's typical range
1775,SafeSite PPE & Consumables,misc,10116.98,SITE-002,R. Mehta,2025-03-12 13:23:00,1,duplicate,1.0,0.0,0.0,0.0,0.3526489788565092,0.0587748298094182,0.24459064537916467,0.2984,possible duplicate entry
548,Municipal Permits & Fees,misc,182722.13,SITE-007,K. Iyer,2025-06-04 18:27:00,1,extreme_outlier,0.0,0.0,0.0,0.0,36.26518209281589,1.0,0.6426488285165397,0.2964,amount far outside vendor's typical range
